Kind,Name,CountLineCode,MaxCyclomatic,MaxNesting,SumCyclomatic
Public Class,"StrangeNumbers",41,3,2,9
Private Static Method,"StrangeNumbers.digits",9,,1,2
Private Static Method,"StrangeNumbers.isStrange",13,,2,4
Lambda Method,"StrangeNumbers.isStrange.(lambda_expr_1)",4,,0,1
Public Static Method,"StrangeNumbers.main",17,,2,3
Public Class,"StrangeUniquePrimeTriplets",56,10,5,19
Public Static Method,"StrangeUniquePrimeTriplets.main",4,,0,1
Private Static Method,"StrangeUniquePrimeTriplets.primeSieve",21,,3,8
Private Static Method,"StrangeUniquePrimeTriplets.strangeUniquePrimeTriplets",29,,5,10
File,"String append.java",1,0,0,0
File,"String comparison.java",34,7,1,8
File,"String concatenation.java",1,0,0,0
File,"String interpolation (included).java",1,0,0,0
File,"String matching.java",1,0,0,0
File,"String prepend.java",1,0,0,0
File,"Strong and weak primes.java",94,5,3,22
Public Class,"StrongAndWeakPrimes",94,5,3,22
Private Static Method,"StrongAndWeakPrimes.displayStrongPrimes",15,,2,3
Private Static Method,"StrongAndWeakPrimes.displayWeakPrimes",15,,2,3
Private Static Method,"StrongAndWeakPrimes.getNextPrime",7,,1,2
Public Static Method,"StrongAndWeakPrimes.main",13,,1,3
Private Static Final Method,"StrongAndWeakPrimes.sieve",12,,3,5
Private Static Method,"StrongAndWeakPrimes.strongPrimesBelow",14,,2,3
Private Static Method,"StrongAndWeakPrimes.weakPrimesBelow",14,,2,3
File,"Substring.java",1,0,0,0
File,"Successive prime differences.java",63,7,3,14
Public Class,"SuccessivePrimeDifferences",60,7,3,14
Public Static Method,"SuccessivePrimeDifferences.main",17,,2,3
Private Static Method,"SuccessivePrimeDifferences.sieve",24,,2,7
Private Static Method,"SuccessivePrimeDifferences.successivePrimes",17,,3,4
File,"Sudan function.java",14,3,1,4
File,"System time.java",5,1,0,1
Public Class,"SystemTime",5,1,0,1
Public Static Method,"SystemTime.main",3,,0,1
File,"Tau number.java",33,5,3,9
Public Class,"Tau",33,5,3,9
Private Static Method,"Tau.divisorCount",17,,2,5
Public Static Method,"Tau.main",14,,3,4
Public Class,"Test",35,8,4,14
Final Class,"Test",15,3,2,3
Public Class,"Test",19,4,2,8
Public Class,"Test",14,2,1,2
Public Constructor,"Test.Test",13,,2,3
Static Method,"Test.getPrimes",3,,0,2
Lambda Method,"Test.getPrimes.(lambda_expr_1)",1,,0,1
Static Method,"Test.isPrime",11,,2,5
Public Static Method,"Test.isPrime",11,,2,4
Public Static Method,"Test.main",20,,4,8
Public Static Method,"Test.main",3,,0,2
Public Static Method,"Test.main",13,,1,2
Anonymous Class,"Test.main.(Anon_1)",7,2,1,2
Public Method,"Test.main.(Anon_1).compare",6,,1,2
Lambda Method,"Test.main.(lambda_expr_1)",1,,0,1
Static Method,"Test.mod",3,,0,1
File,"The sieve of Sundaram.java",34,6,2,9
Public Final Class,"TheSieveOfSundaram",32,6,2,9
Public Static Method,"TheSieveOfSundaram.main",9,,1,3
Private Static Method,"TheSieveOfSundaram.sieveOfSundaram",21,,2,6
File,"Tokenize a string.java",1,0,0,0
File,"Topological sort.java",65,6,4,12
Public Class,"TopologicalSort",22,1,0,1
Public Static Method,"TopologicalSort.main",20,,0,1
File,"Totient function.java",36,5,2,11
Public Class,"TotientFunction",36,5,2,11
Private Static Final Method,"TotientFunction.computePhi",11,,2,5
Private Static Method,"TotientFunction.countPrimes",9,,2,3
Public Static Method,"TotientFunction.main",12,,1,3
File,"Towers of Hanoi.java",1,0,0,0
File,"Tree traversal.java",2,0,0,0
File,"Truncatable primes.java",53,15,6,15
File,"Twin primes.java",25,4,2,7
File,"Two's complement.java",22,2,1,5
Public Final Class,"TwosComplement",21,2,1,5
Public Static Method,"TwosComplement.main",10,,1,2
Private Static Method,"TwosComplement.toBinary",3,,0,1
Private Static Method,"TwosComplement.toHex",3,,0,1
Private Static Method,"TwosComplement.twosComplement",3,,0,1
File,"Ulam spiral (for primes).java",37,13,2,14
Public Class,"Ulam",35,13,2,14
Enum Type,"Ulam.Direction",3,0,0,0
Public Implicit Method,"Ulam.Direction.valueOf",,,,0
Public Implicit Method,"Ulam.Direction.values",,,,0
Private Static Method,"Ulam.genUlam",3,,0,1
Private Static Method,"Ulam.genUlam",26,,2,13
File,"Unprimeable numbers.java",85,5,3,22
Public Class,"UnprimeableNumbers",85,5,3,22
Private Static Method,"UnprimeableNumbers.displayUnprimeableNumbers",12,,2,3
Private Static Method,"UnprimeableNumbers.genLowest",13,,2,3
Public Static Method,"UnprimeableNumbers.main",12,,1,2
Private Static Method,"UnprimeableNumbers.nthUnprimeableNumber",13,,2,3
Private Static Method,"UnprimeableNumbers.replace",5,,0,1
Private Static Final Method,"UnprimeableNumbers.sieve",12,,3,5
Private Static Method,"UnprimeableNumbers.unPrimable",14,,3,5
File,"User input_Text.java",10,1,0,1
Class,"Utils",14,3,1,7
Public Static Method,"Utils.fib",7,,1,4
Lambda Method,"Utils.fib.(lambda_expr_1)",1,,0,2
Lambda Method,"Utils.fib.(lambda_expr_1).(lambda_expr_2)",1,,0,1
Public Static Generic Method,"Utils.fix",3,,0,1
Generic Parameter,"Utils.fix.INPUT",,0,0,0
Generic Parameter,"Utils.fix.OUTPUT",,0,0,0
Public Static Generic Method,"Utils.y",3,,0,2
Lambda Method,"Utils.y.(lambda_expr_1)",1,,0,2
Lambda Method,"Utils.y.(lambda_expr_1).(lambda_expr_2)",1,,0,2
Lambda Method,"Utils.y.(lambda_expr_1).(lambda_expr_2).(lambda_expr_3)",1,,0,1
Generic Parameter,"Utils.y.INPUT",,0,0,0
Generic Parameter,"Utils.y.OUTPUT",,0,0,0
File,"Walk a directory_Recursively.java",21,5,4,6
File,"Web scraping.java",30,4,2,4
Public Final Class,"WebScraping",23,4,2,4
Public Static Method,"WebScraping.main",21,,2,4
File,"Wieferich primes.java",51,8,3,17
Public Class,"WieferichPrimes",50,8,3,17
Public Static Method,"WieferichPrimes.main",6,,1,2
Private Static Method,"WieferichPrimes.modpow",12,,2,4
Private Static Method,"WieferichPrimes.primeSieve",21,,3,8
Private Static Method,"WieferichPrimes.wieferichPrimes",9,,2,3
File,"Wilson primes of order n.java",47,7,3,12
Public Class,"WilsonPrimes",45,7,3,12
Private Static Method,"WilsonPrimes.generatePrimes",19,,3,7
Public Static Method,"WilsonPrimes.main",24,,3,5
File,"Yellowstone sequence.java",49,7,4,10
Public Class,"YellowstoneSequence",47,7,4,10
Private Static Final Method,"YellowstoneSequence.gcd",6,,1,2
Public Static Method,"YellowstoneSequence.main",3,,0,1
Private Static Method,"YellowstoneSequence.yellowstoneSequence",36,,4,7
Final Class,"YesOrNoKeyAdapter",14,3,1,3
Public Method,"YesOrNoKeyAdapter.keyPressed",12,,1,3
File,"Zero to the zero power.java",1,0,0,0
Public Class,"additivePrimes",34,4,2,9
Static Method,"additivePrimes.digitSum",8,,1,2
Static Method,"additivePrimes.isPrime",14,,2,4
Public Static Method,"additivePrimes.main",10,,2,3
Package,"com",0,0,0,0
Package,"com.rosettacode",27,6,2,7
Public Class,"com.rosettacode.OIDListSorting",24,1,2,7
Public Static Method,"com.rosettacode.OIDListSorting.main",22,,2,7
Lambda Method,"com.rosettacode.OIDListSorting.main.(lambda_expr_1)",15,,0,6
Public Class,"compInt",15,5,2,5
Public Static Method,"compInt.main",13,,2,5
Package,"programas",46,4,2,8
Public Class,"programas.IterativeFactorial",41,4,2,8
Public Method,"programas.IterativeFactorial.factorial",15,,2,4
Public Static Method,"programas.IterativeFactorial.main",25,,2,4
Public Class,"twinPrimes",22,4,2,7
Public Static Method,"twinPrimes.findPrime",8,,2,3
Public Static Method,"twinPrimes.main",13,,2,4
